imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,budget_adj,revenue_adj,
tt0473705,1.043738,60000000,87784194,State of Play,Russell Crowe|Ben Affleck|Rachel McAdams|Robin Wright|Jason Bateman,http://www.stateofplaymovie.net/,Kevin Macdonald,Find The Truth,corruption|assassination|detective|journalist|assassin,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",127,Action,Universal Pictures|StudioCanal|Andell Entertainment|Relativity Media|Working Title Films,4/17/2009,60984026.05,89223892.89,
tt1139668,1.039442,16000000,76514050,The Unborn,Odette Annable|Gary Oldman|Meagan Good|Cam Gigandet|Idris Elba,http://www.theunbornmovie.net/,David S. Goyer,Evil will do anything to live.,,A young woman fights the spirit that is slowly taking possession of her.,87,Horror|Thriller|Mystery,Rogue Pictures|Phantom Four|Platinum Dunes|Relativity Media,1/9/2009,16262406.95,77768913.64,
tt0808399,1.037708,14700000,8049666,"New York, I Love You",Natalie Portman|Shia LaBeouf|Orlando Bloom|Christina Ricci|Hayden Christensen,,Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,,new york|city portrait|woman director,"Ten vignettes in New York City: a pickpocket meets his match; a young Hasidic woman, on the eve of her marriage, reveals herself to an Indian businessman; a writer tries a pick-up line; an artist seeks a model; a composer needs to read; two women connect; a man takes a child to Central Park; lovers meet; a couple takes a walk on their anniversary; a kid goes to the prom with a girl in a wheelchair; a retired singer contemplates suicide. There are eight million stories in the naked city: these have been ten of them.",103,Drama|Comedy|Romance,Vivendi Entertainment,10/16/2009,14941086.38,8181684.017,
tt1155056,1.022125,41000000,91636986,"I Love You, Man",Paul Rudd|Rashida Jones|Jason Segel|Sarah Burns|Jaime Pressly,http://www.iloveyouman.com/,John Hamburg,Are You Man Enough To Say It?,poker|bondage|blow job|duringcreditsstinger,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates,"" before meeting Sydney Fife.",105,Comedy,DreamWorks SKG|The Montecito Picture Company|De Line Pictures|Bernard Gayle Productions,3/20/2009,41672417.8,93139872.35,
tt1130080,1.018005,22000000,35424826,The Informant!,Matt Damon|Scott Bakula|Joel McHale|Melanie Lynskey|Ann Dowd,http://theinformantmovie.warnerbros.com/,Steven Soderbergh,Based on a tattle-tale.,agriculture|company|witness to murder,"A rising star at agri-industry giant Archer Daniels Midland (ADM), Mark Whitacre suddenly turns whistleblower. Even as he exposes his companyâ€™s multi-national price-fixing conspiracy to the FBI, Whitacre envisions himself being hailed as a hero of the common man and handed a promotion.",108,Comedy|Crime|Drama|Thriller,Section Eight|Groundswell Productions|Warner Bros.|Participant Media|Jaffe / Braunstein Enterprise,9/18/2009,22360809.55,36005808.53,
tt1075417,1.014706,50000000,106303988,Race to Witch Mountain,Dwayne Johnson|AnnaSophia Robb|Alexander Ludwig|Carla Gugino|Chris Marquette,,Andy Fickman,The race is on,spacecraft|laser|teleportation|telekinesis|alien,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",98,Adventure|Family|Fantasy|Science Fiction|Thriller,Walt Disney Pictures|Gunn Films,3/12/2009,50820021.71,108047419.6,
tt0795351,0.999299,27000000,29000000,Case 39,RenÃ©e Zellweger|Jodelle Ferland|Ian McShane|Kerry O'Malley|Callum Keith Rennie,http://www.case39movie.com/mainsite/,Christian Alvart,Some cases should  never be opened.,child abuse|detective|social worker|supernatural|murder,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",109,Horror|Mystery|Thriller,Paramount Vantage|Anonymous Content|Misher Films|Case 39 Productions,8/13/2009,27442811.72,29475612.59,
tt1131729,0.967776,50000000,36348784,The Boat That Rocked,Tom Sturridge|Philip Seymour Hoffman|Rhys Ifans|Bill Nighy|Emma Thompson,http://www.theboatthatrocked.net/,Richard Curtis,On air. Off shore. Out of control.,great britain|musical|rock|pirate radio|swinging 60s,"The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that, incomprehensibly, prefers jazz.",116,Drama|Comedy,Universal Pictures|Studio Canal|Working Title Films|Medienproduktion Prometheus Filmgesellschaft|Portobello Studios,4/1/2009,50820021.71,36944919.84,
tt1261978,0.967552,0,0,Wrong Turn 3: Left for Dead,Tom Frederic|Janet Montgomery|Louise Cliffe|Gil Kolirin|Jake Curran,,Declan O'Brien,What you don't see will kill you.,cannibal,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",91,Horror|Thriller,Constantin Film|Summit Entertainment|20th Century Fox Home Entertainment,1/1/2009,0,0,
tt0433362,0.966959,20000000,51416464,Daybreakers,Ethan Hawke|Sam Neill|Willem Dafoe|Claudia Karvan|Isabel Lucas,http://www.daybreakersmovie.com/,Michael Spierig|Peter Spierig,"In 2019, The Most Precious Natural Resource... Is Us.",female nudity|sunrise|waitress|experiment|rain,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",98,Fantasy|Horror|Action|Thriller|Science Fiction,Lionsgate|Furst Films|Pictures in Paradise|Pacific Film and Television Commission|Australian Film Finance Corporation (AFFC),1/6/2009,20328008.68,52259716.33,
tt0452694,0.965516,39000000,101229792,The Time Traveler's Wife,Eric Bana|Rachel McAdams|Michelle Nolden|Arliss Howard|Ron Livingston,,Robert Schwentke,,chicago|sex|based on novel|nudity|diary,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",107,Drama|Romance|Fantasy,New Line Cinema|Plan B Entertainment|Nick Wechsler Productions|Internationale Scarena Filmproduktionsgesellschaft 2,8/14/2009,39639616.93,102890004.5,
tt0489049,0.95556,0,948753,Fanboys,Sam Huntington|Chris Marquette|Dan Fogler|Jay Baruchel|Kristen Bell,,Kyle Newman,Never tell them the odds.,fan|road trip|fan culture|science fiction|rivalry,"In 1999, Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of The Phantom Menace before its release.",90,Adventure|Comedy,The Weinstein Company|Third Rail Releasing,2/6/2009,0,964312.9611,
tt0870984,0.953705,11000000,791867,Antichrist,Willem Dafoe|Charlotte Gainsbourg|Storm Acheche SahlstrÃ¸m,,Lars von Trier,"When nature turns evil, true terror awaits.",female nudity|sex|symbolism|nudity|therapist,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",108,Drama|Horror|Thriller,Zentropa Entertainments|Det Danske Filminstitut|Danmarks Radio (DR)|Filmstiftung Nordrhein-Westfalen|TrollhÃ¤ttan Film AB,5/18/2009,11180404.78,804853.9626,
tt1031241,0.948064,0,0,From Time to Time,Maggie Smith|Dominic West|Timothy Spall|Alexander Nathan Etel|Pauline Collins,http://www.fromtimetotimemovie.com/,Julian Fellowes,,time travel|ghost story,"A haunting ghost story spanning two worlds, two centuries apart. When 13 year old Tolly finds he can mysteriously travel between the two, he begins an adventure that unlocks family secrets laid buried for generations.",95,Adventure|Fantasy|Drama,Ealing Studios|Lionhead Studios,1/1/2009,0,0,
tt0899106,0.908112,18000000,36133014,Love Happens,Aaron Eckhart|Jennifer Aniston|Judy Greer|Martin Sheen|Deirdre Blades,http://www.lovehappensmovie.com,Brandon Camp,Sometimes when you least expect it...,hotel|florist|grief|forest|seminar,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",109,Drama|Romance,Universal Pictures|Stuber Productions|Camp / Thompson Pictures|Relativity Media|Scion Films,9/18/2009,18295207.81,36725611.12,
tt0465580,0.907448,38000000,45465299,Push,Dakota Fanning|Camilla Belle|Chris Evans|Djimon Hounsou|Maggie Siff,http://www.push-themovie.com/,Paul McGuigan,One push can change everything.,psychokinesis|mind control|secret government organization|clairvoyance|hong kong,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",111,Action,Icon Productions|Infinity Features Entertainment|Summit Entertainment,2/6/2009,38623216.5,46210949.64,
tt1210042,0.905416,17000000,29536299,Brooklyn's Finest,Richard Gere|Don Cheadle|Ethan Hawke|Wesley Snipes|Vincent D'Onofrio,,Antoine Fuqua,This is War. This is Brooklyn.,female nudity|tattoo|gambling|corruption|father-son relationship,Brooklyn's Finest takes place within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects in the NYPD's sixty-fifth precinct. Three policemen struggle with the sometimes fine line between right and wrong.,133,Crime|Drama|Thriller,Nu Image Films|Langley Productions|Thunder Road Productions|Fuqua Films|Millennium Films,1/16/2009,17278807.38,30020707.13,
tt1233227,0.90173,11000000,68233629,Saw VI,Tobin Bell|Costas Mandylor|Betsy Russell|Mark Rolston|Peter Outerbridge,http://www.saw6film.com/,Kevin Greutert,The Game Has Come Full Circle,aftercreditsstinger,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",90,Horror|Mystery,Lionsgate|Twisted Pictures,10/22/2009,11180404.78,69352690.14,
tt0962736,0.894268,35000000,27409889,The Young Victoria,Emily Blunt|Jim Broadbent|Mark Strong|Paul Bettany|Miranda Richardson,http://www.theyoungvictoriamovie.com/,Jean-Marc VallÃ©e,Love rules all,royal family|biography|royalty|period drama|queen victoria,"From Academy AwardÂ® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoriaâ€™s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called â€œan epic British film, which will sweep you up in her remarkable story.â€",105,Drama|History|Romance,GK Films,3/4/2009,35574015.19,27859423.08,
tt1019452,0.884343,7000000,31430334,A Serious Man,Michael Stuhlbarg|Richard Kind|Fred Melamed|Sari Lennick|Aaron Wolff,,Ethan Coen|Joel Coen,...seriously!,professor|black comedy|telephone call|coen bros|aftercreditsstinger,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",105,Comedy|Drama,Mike Zoss Productions|Studio Canal|Relativity Media|Focus Features|Working Title Films,10/2/2009,7114803.039,31945805.12,
tt0971209,0.883984,14000000,22852638,A Perfect Getaway,Milla Jovovich|Timothy Olyphant|Steve Zahn|Chris Hemsworth|Anthony Ruivivar,,David Twohy,Welcome to paradise. Enter at your own risk.,hawaii|honeymoon|double murder|murder,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",98,Thriller|Mystery|Adventure,Davis Entertainment|Relativity Media|Rogue|QED International|Tooley Productions,6/8/2009,14229606.08,23227431.18,
tt1186370,0.882568,0,12032983,Spread,Ashton Kutcher|Anne Heche|Margarita Levieva|Sebastian Stan|Ashley Johnson,http://www.spread-themovie.com/,David Mackenzie,It's a business doing pleasure.,sex|seduction|gigolo|callboy|party,"In Los Angeles, Nikki is homeless, car-less and closing in on 30, but he's amoral, good-looking, and adept in the sack, moving from one wealthy woman of 35 or 40 to another, a kept boy-toy. His newest gig, with Samantha, an attorney whose house overlooks L.A., is sweet, although it's unclear how long she'll put up with him. Then Nikki meets Heather, a waitress. Is the player being played, or might this be love? What will Nikki discover?",97,Comedy,Katalyst Films|Oceana Media Finance|Barbarian Films,1/16/2009,0,12230329.15,
tt0365929,0.850476,40000000,12206028,Whiteout,Kate Beckinsale|Gabriel Macht|Tom Skerritt|Columbus Short|Shawn Doyle,http://www.whiteoutmovie.com/,Dominic Sena,See Your Last Breath,airplane|corpse|stich,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good â€“ in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",101,Action|Crime|Mystery|Thriller,StudioCanal|Dark Castle Entertainment|Don Carmody Productions|Warner Bros.|Canadian Film or Video Production Tax Credit (CPTC),9/9/2009,40656017.36,12406212.16,
tt0815245,0.84809,0,41624046,The Uninvited,Emily Browning|Arielle Kebbel|David Strathairn|Elizabeth Banks|Maya Massar,http://www.uninvitedmovie.com,Charles Guard|Thomas Guard,Can you believe what you see?,evil stepmother|eurocopter ec 120|evil woman|white dress|unsent letter,"Anna returns home after spending time in a psychiatric facility following her mother's tragic death and discovers that her mother's former nurse, Rachel, has moved into their house and become engaged to her father. Soon after she learns this shocking news, Anna is visited by her mother's ghost, who warns her that Rachel has evil intentions.",87,Drama|Horror|Thriller,DreamWorks SKG|MacDonald/Parkes Productions|Vertigo Entertainment|Cold Spring Pictures|The Montecito Picture Company,1/30/2009,0,42306698.42,
tt1032819,0.84445,0,0,Powder Blue,Jessica Biel|Eddie Redmayne|Forest Whitaker|Ray Liotta|Patrick Swayze,,Timothy Linh Bui,Every life has a breaking point,coffin|cocaine|nudity|rose|strip club,"Several Angelenos meet on Christmas Eve through chance, tragedy and divine intervention. Swayze will play the sleazy owner of the strip club where Biel's character dances. Redmayne will portray a mortician who falls in love with her. Kristofferson will play the head of a corporate crime organization who tries to convince his former employee (Liotta) not to seek vengeance on his former co-workers.",108,Drama,Blue Snow Productions|Eleven Eleven Films|Spirit Dance Entertainment,5/8/2009,0,0,
tt1045772,0.8342,13000000,10652035,I Love You Phillip Morris,Jim Carrey|Ewan McGregor|Leslie Mann|Rodrigo Santoro|Brennan Brown,,Glenn Ficarra|John Requa,The Conman who wouldn't go straight.,judge|small town|con man|fraud|jail,"Bad Santa co-screenwriters Glenn Ficara and John Requa re-team for this fact-based black comedy starring Jim Carrey as a Virginia police officer-turned-con man who makes the leap to white-collar criminal after being sent to prison and falling in love with his sensitive cellmate. Steve Russell (Carrey) is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris (Ewan McGregor). Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",98,Comedy|Drama|Romance,EuropaCorp,1/18/2009,13213205.64,10826733,
tt1191111,0.830597,13000000,754249,Enter the Void,Nathaniel Brown|Paz de la Huerta|Cyril Roy|Masato Tanno|Jesse Kuhn,http://www.ifcfilms.com/films/enter-the-void,Gaspar NoÃ©,,unsimulated sex|new french extremism,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar (Nathaniel Brown), a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda (Paz de la Huerta). When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",161,Fantasy|Drama,BIM Distribuzione|Wild Bunch,5/5/2009,13213205.64,766619.011,
tt1315981,0.828532,7000000,0,A Single Man,Colin Firth|Julianne Moore|Nicholas Hoult|Matthew Goode|Paulette Lamori,http://www.asingleman-movie.com/,Tom Ford,,based on novel|suicidal|death of lover|teacher student relationship|lgbt,"Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer, a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.",101,Drama|Romance,Depth of Field|Artina Films|Fade to Black Productions,10/19/2009,7114803.039,0,
tt1160368,0.826039,20000000,17280326,12 Rounds,John Cena|Ashley Scott|Brian J. White|Aidan Gillen|Steve Harris,http://www.12rounds-movie.com/,Renny Harlin,Survive all 12,police|cops|cat and mouse|family|revenge drama,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",108,Action|Adventure|Drama|Thriller,The Mark Gordon Company|Fox Atomic|20th Century Fox Home Entertainment|WWE Studios|Midnight Sun Pictures,3/19/2009,20328008.68,17563730.85,
tt1300853,0.817983,8000000,0,Green Street Hooligans 2,Ross McCall|Graham McTavish|Treva Etienne|Luke Massy|Nicky Holender,,Jesse V. Johnson,Stand Your Ground,hooligan,"When the top players of the Green Street Elite are imprisoned following a deadly battle with their archenemies Millwall every day becomes a fight for survival. On the inside, rival firms and prison guards will stop at nothing to make their lives a living hell, leaving the lads with no choice but to stand their ground and fight. Find out what happens when the two most fearsome and notorious firms",94,Action|Drama|Thriller,Odd Lot Entertainment,3/5/2009,8131203.473,0,
tt1187043,0.816681,9000000,70000000,3 Idiots,Aamir Khan|Kareena Kapoor|Madhavan|Sharman Joshi|Boman Irani,http://idiotsacademy.zapak.com/idiotsmain.php,Rajkumar Hirani,Don't BE A STUPID BE AN I.D.I.O.T.,suicide|suicide attempt|college|friends|engineering,"In the tradition of â€œFerris Buellerâ€™s Day Offâ€ comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside downâ€”along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the schoolâ€™s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",170,Drama|Comedy|Romance,Vidhu Vinod Chopra Productions,12/23/2009,9147603.907,71148030.39,
tt1055369,0.813323,150000000,836297228,Transformers: Revenge of the Fallen,Shia LaBeouf|Megan Fox|Josh Duhamel|Rainn Wilson|Tyrese Gibson,http://www.transformersmovie.com/,Michael Bay,Revenge is coming,egypt|sun|chaos|comic book|symbol,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",150,Science Fiction|Action|Adventure,Paramount Pictures|DreamWorks SKG|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes,6/19/2009,152460065.1,850012865.6,
tt1234548,0.811236,24000000,68729358,The Men Who Stare at Goats,George Clooney|Ewan McGregor|Jeff Bridges|Kevin Spacey|Robert Patrick,http://www.themenwhostareatgoatsmovie.com/,Grant Heslov,No goats. No glory.,vietnam veteran|kuwait|new age|staring contest|drug use,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",93,Comedy|War,BBC Films|Smoke House,10/17/2009,24393610.42,69856549.31,
tt1178663,0.804857,15000000,0,Whatever Works,Larry David|Evan Rachel Wood|Adam Brooks|Michael McKean|Lyle Kanouse,http://www.sonypictures.com/classics/whateverworks/,Woody Allen,A new comedy,love at first sight|runaway|age difference|naivety|christian,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naÃ¯ve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",92,Comedy|Romance,Sony Pictures Classics|Wild Bunch|Gravier Productions|Perdido Productions,6/19/2009,15246006.51,0,
tt1186367,0.796761,40000000,60462347,Ninja Assassin,Rain|Naomie Harris|Sung Kang|Randall Duk Kim|Rick Yune,http://ninja-assassin-movie.warnerbros.com/,James McTeigue,"Fear not the weapon, but the hand that wields it.",assassination|assassin|ninja fighter|revenge|ninjas,"Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",99,Action|Crime|Thriller,Studio Babelsberg|Anarchos Productions|Legendary Pictures|Dark Castle Entertainment|Silver Pictures,9/29/2009,40656017.36,61453955.74,
tt0976222,0.790326,20000000,5210988,Bandslam,Vanessa Hudgens|Aly Michalka|Gaelan Connell|Lisa Kudrow|Scott Porter,http://bandslam-movie.com/,Todd Graff,Band Together,new jersey|musical|battle of the bands|teenager|rock band,A high school social outcast and the popular girl bond through a shared love of music.,111,Comedy|Drama|Family|Music,Summit Entertainment|Goldsmith-Thomas Productions|Walden Media,8/6/2009,20328008.68,5296450.465,
tt0386117,0.78639,100000000,100086793,Where the Wild Things Are,Max Records|Catherine Keener|Lauren Ambrose|James Gandolfini|Catherine O'Hara,http://wherethewildthingsare.warnerbros.com/,Spike Jonze,There's one in all of us.,children's book|igloo|wolf costume|swallowed whole|hit with a rock,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.",101,Family|Fantasy,Village Roadshow Pictures|Legendary Pictures|Playtone|Wild Things Productions|Warner Bros.,10/16/2009,101640043.4,101728259.9,
tt1230414,0.786159,85000000,219103655,It's Complicated,Meryl Streep|Alec Baldwin|Steve Martin|Lake Bell|Mary Kay Place,http://itscomplicatedmovie.com/,Nancy Meyers,First comes marriage. Then comes divorce. And then...,graduation|ex husband|woman director,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life â€“ just when she thought she had it all figured out.",121,Comedy|Romance,Universal Pictures|Scott Rudin Productions|Waverly Films|Dentsu|Relativity Media,12/23/2009,86394036.9,222697050.1,
tt0874271,0.778435,500000,0,Elsewhere,Anna Kendrick|Paul Wesley|Tania Raymonde|Olivia Dawn York|Jeff Daniel Phillips,,Nathan Hope,Every town has its secrets.,corruption|waitress|secret|small town|dream,"A teen girl disappears after trying to meet men online in order to escape her small town. Apparently, only her best friend worries enough to investigate the mystery.",100,Crime|Drama|Thriller,Lost Toys,1/15/2009,508200.2171,0,
tt1234541,0.776493,0,0,The Butterfly Effect 3: Revelations,Chris Carmack|Rachel Miner|Melissa Jones|Kevin Yon|Lynch R. Travis,,Seth Grossman,Death repeats itself.,fire|recession|diary|time travel|murder,"The story revolves around a man trying to uncover the mysterious death of his girlfriend and save an innocent man from the death chamber in the process, by using his unique power to time travel. However in attempting to do this, he also frees a spiteful serial-killer.",90,Science Fiction|Thriller|Drama|Crime,FilmEngine|After Dark Films|BenderSpink,1/9/2009,0,0,
tt1032815,0.767264,18000000,0,"I Love You, Beth Cooper",Hayden Panettiere|Paul Rust|Lauren London|Lauren Storm|Jack Carpenter,http://www.iloveyoubethcoopermovie.com/,Chris Columbus,Popularity is nice. Popular girls are not.,cheerleader|graduation|high school|aspen|teenager,"Nerdy teenager Denis Cooverman (Paul Rust) harbors a secret crush on Beth Cooper (Hayden Panettiere), the hottest girl in high school. During his graduation speech, Denis lets the cat out of the bag and declares his love for Beth, who, instead of dissing Denis, shows up at his house later that day and promises to show him the time of his life.",102,Comedy|Romance,Ingenious Film Partners|1492 Pictures|Fox Atomic|Dune Entertainment III|Bece Canada Productions,7/10/2009,18295207.81,0,
tt0403702,0.767144,18000000,0,Youth in Revolt,Michael Cera|Zach Galifianakis|Justin Long|Ray Liotta|Steve Buscemi,http://youthinrevolt-themovie.com/,Miguel Arteta,"Every ""Revolution"" Needs A Leader",based on novel|coming of age|duringcreditsstinger,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: FranÃ§ois.  With his ascot, his moustache and his cigarette, FranÃ§ois will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..",87,Drama|Comedy|Romance,Dimension Films,9/11/2009,18295207.81,0,
tt0457400,0.760048,100000000,68688831,Land of the Lost,Will Ferrell|Anna Friel|Danny McBride|Jorma Taccone|Matt Lauer,,Brad Silberling,Right place. Wrong time.,alien life-form|dinosaur|primate|duringcreditsstinger,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",102,Adventure|Comedy|Science Fiction,Universal Pictures|Mosaic Media Group|Relativity Media|Sid & Marty Krofft Pictures,6/5/2009,101640043.4,69815357.65,
tt1057500,0.756385,60000000,122233971,Invictus,Morgan Freeman|Matt Damon|Tony Kgoroge|Patrick Mofokeng|Matt Stern,http://invictusmovie.warnerbros.com,Clint Eastwood,His people needed a leader. He gave them a champion.,stadium|south africa|apartheid|nelson mandela|sport,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",134,Drama|History,Spyglass Entertainment|Malpaso Productions|Revelations Entertainment|Mace Neufeld Productions|Warner Bros.,12/10/2009,60984026.05,124238661.2,
tt0762125,0.748763,70000000,104945765,Planet 51,Dwayne Johnson|Seann William Scott|Jessica Biel|Justin Long|Gary Oldman,http://www.sonypictures.com/movies/planet51/,Jorge Blanco|Javier Abad|Marcos MartÃ­nez,Something strange is coming to their planet...Us!,flying saucer|alien life-form|spaceship|alien|alien planet,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",91,Science Fiction|Animation|Family|Comedy|Adventure,TriStar Pictures|Ilion Animation Studios|Hand Made Films,11/19/2009,71148030.39,106666921.1,
